word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total
0.0,0.9552238805970149,0.512,0.0,0.21476510067114096,0.0,0.0,0.0,0.0,0.0,0.0,0.2935779816513761,0.0,0.0,0.0,0.23880597014925373,0.0,1.0,0.4054621848739496,0.0,0.30283911671924285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6971326164874552,0.0,0.0,0.3510380843204687,0.33333333333333337,0.22350041084634345
0.32307692307692304,0.417910447761194,0.4,0.0,0.09395973154362418,0.4444444444444445,0.28378378378378377,0.11666666666666668,0.0,0.706766917293233,0.5526315789473685,0.3623853211009174,1.0,1.0,0.8235294117647058,0.1044776119402985,0.08536585365853659,0.23140495867768598,0.7289915966386555,0.0,0.501577287066246,0.0,0.5890410958904109,0.7543859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24905660377358488,0.0,0.3333333333333333,0.47745358090185674,0.326530612244898,0.5240096802955037,0.5555555555555556,0.8397699260476581
0.0923076923076923,0.0,0.568,0.0,0.825503355704698,0.30158730158730157,0.25675675675675674,0.2,0.9846153846153846,0.18796992481203006,1.0,0.20642201834862384,0.19672131147540983,0.0,1.0,0.04477611940298507,0.07317073170731707,0.8512396694214877,0.28571428571428575,1.0,0.1608832807570978,0.0,0.9999999999999999,0.10526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.44444444444444436,0.0,0.0425531914893617,0.0588235294117647,0.0,0.0,0.058139534883720936,0.2698113207547169,0.0,0.24731182795698925,0.4880636604774536,0.06802721088435375,0.9999999999999999,1.0,0.9999999999999999
0.0,0.0,0.0,0.0,0.4228187919463087,0.0,0.4189189189189189,1.0,0.4769230769230769,0.47368421052631576,0.8157894736842106,0.1422018348623853,0.5081967213114754,0.0,0.0,0.23134328358208953,0.0,0.0,0.6680672268907564,0.0,0.09779179810725551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25849056603773585,0.0,0.12275985663082437,0.0,0.0,0.3231435485925359,0.21666666666666667,0.15201314708299096
0.0,0.0,0.0,0.0,0.4228187919463087,0.0,0.4189189189189189,1.0,0.4769230769230769,0.47368421052631576,0.8157894736842106,0.1422018348623853,0.5081967213114754,0.0,0.0,0.23134328358208953,0.0,0.0,0.6680672268907564,0.0,0.09779179810725551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25471698113207547,0.0,0.12096774193548386,0.0,0.0,0.3231435485925359,0.21666666666666667,0.15201314708299096
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42075471698113204,0.0,0.0,0.0,0.0,0.2547446185199337,0.07777777777777779,0.03944124897288414
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48120300751879697,1.0,0.5871559633027522,0.0,0.0,0.0,0.7164179104477612,0.0,0.2644628099173554,0.8088235294117647,0.0,0.20189274447949526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10188679245283018,0.0,0.14695340501792115,0.14323607427055704,0.0,0.08546681951343776,0.016666666666666666,0.08709942481511915
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886792452830188,0.0,0.0,0.0,0.0,0.184689848426952,0.05555555555555556,0.035332785538208705
0.23076923076923073,0.0,0.36800000000000005,0.0,0.40939597315436244,0.0,0.4054054054054054,0.0,1.0,0.5714285714285714,1.0,0.4220183486238532,0.0,0.0,0.0,0.0,0.0,0.12396694214876033,0.25840336134453784,1.0,0.6309148264984227,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113207547169811,0.0,0.1621863799283154,0.5384615384615385,0.14965986394557823,0.9999999999999999,1.0,0.9999999999999999
0.0923076923076923,0.1791044776119403,0.6160000000000001,0.0,0.12751677852348994,0.5079365079365079,0.5135135135135135,0.0,0.0923076923076923,0.0,0.0,0.2935779816513761,0.4098360655737705,0.0,0.7058823529411764,0.0,0.0,0.09917355371900827,0.35084033613445376,0.1875,0.22397476340694003,0.0,0.2602739726027397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.23255813953488375,0.056603773584905655,0.0,0.2186379928315412,0.21485411140583555,0.0,0.09285441345051587,0.23333333333333334,0.610517666392769
