PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,class
1.5804194784906849,-0.569191282458428,-1.0848532015518682,0.05464020659155002,-2.798017882354045,0.5675852330399681,0.04621541554837877,1.9843410808106072,-0.2333903256319803,0.24407269085710187,0.6438122352635185,-0.587883836357723,-0.5861686949849881,0.20414813617055982,-0.07205576151355117,1.709815248382076,1.0929432301955893,0.5904226503851816,-0.020226329170628013,-0.7259443568061923,-0.5467608257141005,1.0962441730834347,-0.6997304871424195,-0.5758603345671237,0.200650704200164,0.8998034427985747,-0.2552222993363668,0.972044009778113,-0.24026560953792866,-0.4860133786196918,-1.0382787218612382,0.8858325105764361,0.6502363528345715,0.0278698328369111,-0.09422743304479733,-0.02281380187103517,0.26486053883455,0.34779916843098135,0.4127145926137895,0.5167857870757111,0.05739160812490974,1
5.326068366860095,3.084329794344077,0.9699943447062851,-0.4232595021006564,1.7770224075655907,-1.7677285402747471,1.2534555976998893,2.350319392872451,-0.1408637281058424,0.9440064108764519,-2.2080213953242573,-0.11272417495006584,-0.7775143295411373,0.09265674983451193,-0.624100568870642,0.7314621504445395,0.21409569978598997,-0.1469739865807771,-0.049848213419651635,-0.5434617748349332,-0.6791894976992662,-1.4074272013810527,-0.1528416721971636,0.2060677863318054,-0.5178535889485067,-0.981391674098469,0.6518193373442048,0.16738649192132496,-0.6263550073793078,1.3966948453491674,0.4054639857014773,-0.5655012158875861,-0.33528373979545323,0.11960776852731482,-1.6878980146790026,-0.07037748069886698,-0.34803689729629717,0.15287966592553429,1.1954449258713105,-0.8494927841469593,0.3191203471210194,1
5.924270881336379,4.730979822330999,2.0210540495240075,-0.039487396838712205,-1.8189024614971445,0.6515242682573307,3.7801110724612164,-0.5636235318551723,-0.8571929602866725,1.4907085949340413,2.907875933737875,0.6867557293916026,-0.35236215668385434,-0.6013079781916537,0.08507176972176031,-0.8184275530705508,-0.9377128307617136,-0.3608384710233429,-1.4242525329972437,1.6680148659167773,-0.7955256403963098,-0.7431222855078562,2.551420113394436,-0.5085011789140368,0.18483932441461973,-0.5046288886725637,0.18858955976326877,-0.22791519393855222,-0.5065606777269667,-0.2690789637649796,-0.26575331942818237,0.8028332884008755,-0.3882942714495886,-1.00323429356068,-0.027439716646087357,0.028058829590382903,0.04576694870401634,0.08950434930216422,0.5421085238788288,0.5679838477675018,-0.789319443904709,1
1.8110170390999492,-0.08061455990269188,-0.46849611069832925,-0.10223864764977007,-0.23056884424689156,0.44083129006101573,0.7784409359518908,-0.26659592501472473,2.0016352236639436,-0.7613270145294948,-0.9896653178133364,0.4944994040896163,-0.049321638715819814,0.10421817287601039,-0.5108552706966106,-1.0696818184582026,-0.3350016924655554,-0.9167007867616066,-0.8027577967209494,-0.15560014320681612,-0.3224229213470153,-1.1792786754434403,0.4419726044425516,1.090437427354654,-1.5083530310032842,-0.7989168384298829,0.36893393089354015,-0.8049070479631922,0.1668252639785404,1.1132877396331786,0.21496797170555,0.9725096405147033,0.6818943573930971,0.07519758275030511,2.5524650353755187,-0.047025734939502024,-0.07166425776193967,0.7703399757932616,-0.5975809535736891,0.4224186620046259,-0.33966685612701053,1
1.8113369134698345,-0.08295620326343016,-0.46841044663960696,-0.10272065572372359,-0.22940210226590424,0.4408580376413184,0.7809932646820513,-0.2654452749799187,2.0048716492346244,-0.7596083827192729,-0.9890974940368548,0.4950019241013572,-0.054116543426443627,0.09774181516135531,-0.5124887919573374,-1.066825880165268,-0.3364167344893621,-0.916739335027935,-0.8028572990491591,-0.15646637899869492,-0.3195150807437164,-1.178284581451629,0.4441156647154473,1.0918674823293004,-1.506307063152602,-0.7950810968503755,0.3686836852836414,-0.8091944681995619,0.169798180477117,1.1124420384565301,0.21739409391413467,0.9716429417272904,0.6836660272589985,0.07651461159094819,2.5509504798269904,-0.047707603125493596,-0.07045863287546922,0.7691720180591796,-0.6009663729794543,0.4224249109108043,-0.33867098329255774,1
-0.19188250652731625,-1.4324928716723988,-0.28826584512171605,-0.7257464754959294,-0.24658695075429798,0.9771359645016676,0.7880671393365257,-1.607109349596124,1.0650161011333232,0.1756670657950338,-0.3508112242820849,1.2056458321699852,-0.06618622278249583,1.5654310176648516,0.15663036085373389,0.1366576730206919,-0.4105125267845159,-0.2569725398930012,-0.36161289028976984,0.002971155276914871,0.3607239334059742,-0.9698349692736101,-1.1703725247609753,-0.35070451194796354,-0.22083478304152546,-0.2616783111897538,0.7199547578035674,-1.3769316647085228,-0.0019261601175211318,-0.12515079530037043,0.2865785795729996,1.6867749137424586,0.9791025036694749,-1.6828487692525613,1.4278904203472187,0.4096035829525452,-0.2726785754637389,0.5239632495785168,-0.11106259919987392,0.6394496775512808,-0.07083497634888537,1
1.3224724633155007,-0.8439700728824534,-1.86060683669707,0.5349982805693897,-0.40853192735435706,1.6446033327971272,-0.7925226905824628,0.59093764368343,1.5036149570626547,0.14020177709122814,-0.5664836435527811,-0.38206291760512523,0.15786283853857358,-0.9579928342257786,-0.6827183473940404,-0.781056692867918,0.21192701692999108,-0.9986164472049295,-1.0657119119787737,0.3765356512484628,-0.7814787451893465,-2.361950227778499,1.889843732940988,-0.09028585702599369,-0.4620356004241566,-0.17249573023753462,0.3831792870271774,-0.7975212220582664,-0.020738519904351174,-1.1934469904787537,-0.9619064890920471,0.8988685625180824,0.5313895258478157,-0.11170340118028249,0.1815288822290233,0.9254430211774973,-0.060417988621590916,0.3735371198991117,0.5185649373459421,0.08655190420324321,0.586530725414926,1
-0.249766520112858,-1.5210045303211328,-0.3578916774016321,-0.6960967687829044,-0.158027424298444,1.0181010370303925,0.8709438045444525,-1.6026422291147329,1.1204577503513138,0.16549643389172394,-0.36370001790505485,1.1616861493098953,-0.08798800516691473,1.5260712035984862,0.13239605453725226,0.1770123155157763,-0.3573187121981861,-0.28738083493921357,-0.38514616674908575,-0.018343482405726405,0.3739329172316118,-0.9779593471392203,-1.1482505905078413,-0.311221145050965,-0.14985086130165767,-0.23488603699995658,0.7243004426772527,-1.3364720855300614,0.0769254313588454,-0.13937671949771474,0.2761955374577729,1.6415574432441615,0.9879744340376386,-1.6868588632521222,1.44620566175229,0.4605168195787149,-0.2880528078146484,0.5064801778337507,-0.12713839273729305,0.6029755331847585,-0.048457763248076886,1
4.2205396438116525,3.9006988824858118,3.022163068560437,0.12174502878261503,-1.4790452982538693,0.19374987031142307,-0.3955258987265969,-0.40187085775924253,1.475106381222653,-0.1849633216414745,2.8348108242620986,-0.9077271459179256,1.1010709243391037,-1.8127843587521058,0.4297930935984512,-1.358987347270445,-1.950106880210587,0.3030838325020691,-0.8501070839979967,2.1142594708243054,-1.1070584940538772,-0.8389913109935544,1.0458756993311804,-0.20402176165160782,-0.615601604676563,-1.025929058889047,-0.8096458545229229,0.3607312003355025,0.7748535147025257,0.5680831708302543,0.3642667948692205,1.4285030416929005,-1.1997403069439474,-0.2406310077523346,0.13646890397374684,-0.050217597061317204,-0.4790477613105558,-1.4374542459638329,-0.17828639481412759,2.3651509494595953,-1.551387159519053,1
1.9024424776241877,0.014771271334612559,0.27597804568797235,-0.09605529665918669,-0.06658182686205422,1.0037283983794663,2.244544213456581,0.5756322420615454,-1.4967064290014995,0.997930239787009,0.14083490126552925,0.1045358254138142,-0.40708813326745674,-0.2875058984779398,0.5403712732549683,0.015171758493494267,-0.3987358022418284,-0.10429342011343323,0.6517451634748286,-0.8414803967756247,-0.6416451506097038,-0.0051339950616467725,0.28498870229816736,0.2521958932510309,0.3574261053715518,-0.12255582671182129,0.18136480356853577,0.3162413589370648,-0.06989538139632831,0.822806809255357,0.8456238074861769,-0.8695671039872828,-0.6631891949703271,-0.38289711692584416,-0.27559042928028477,-0.5985087330054999,-0.4117580469889219,-0.15879803419540944,-0.2978481695872244,-1.4584952163724993,-0.2919354423422514,1
